graph,vertex_num,constant,congestion,real_congestion,avg_route_len,delta,dan,most_congested_route,ratio
erdos-renyi,150,50,36.0,0.0009650957053241113,0.8977534716637178,48,48,"[T16 W: 0, T31 W: 18.0, T36 W: 0]",0.33
erdos-renyi,150,50,48.0,0.0012796587576646228,0.8517995201279659,48,48,"[T33 W: 0, T144 W: 18.0, T117 W: 3.0, T126 W: 0]",0.33
erdos-renyi,150,50,53.0,0.0013782701409476258,0.8695584334529568,48,48,"[T77 W: 0, T91 W: 9.0, T39 W: 13.0, T146 W: 0]",0.33
erdos-renyi,150,50,41.0,0.0011255078511035468,0.8347425057647964,48,48,"[T19 W: 0, T118 W: 17.0, T81 W: 2.0, T122 W: 0]",0.33
erdos-renyi,150,50,51.0,0.0013453624564735676,0.8624037142555661,48,48,"[T119 W: 0, T5 W: 17.0, T15 W: 12.0, T127 W: 0]",0.33
erdos-renyi,150,68,58.0,0.0011553324568742281,0.9486275447193339,48,48,"[T130 W: 0, T142 W: 13.0, T0 W: 12.0, T133 W: 0]",0.45
erdos-renyi,150,68,56.0,0.0010851030847930554,0.9299527205084483,48,48,"[T34 W: 0, T49 W: 17.0, T74 W: 6.0, T148 W: 0]",0.45
erdos-renyi,150,68,57.0,0.001124748411539524,0.990311377718142,48,48,"[T95 W: 0, T99 W: 16.0, T139 W: 12.0, T140 W: 0]",0.45
erdos-renyi,150,68,59.0,0.0011678543151227238,0.9436658749010293,48,48,"[T113 W: 0, T146 W: 14.0, T49 W: 14.0, T126 W: 0]",0.45
erdos-renyi,150,68,60.0,0.001183758828867932,0.9453892593615594,48,48,"[T100 W: 0, T68 W: 17.0, T9 W: 13.0, T117 W: 0]",0.45
erdos-renyi,175,44,189.0,0.004862361718549009,1.1146899922819655,10,10,"[T29 W: 0, T81 W: 18.0, T93 W: 14.0, T0 W: 3.0, T4 W: 12.0, T143 W: 9.0, T64 W: 0]",0.25
erdos-renyi,175,44,208.0,0.005390835579514825,1.1095531826663902,10,10,"[T123 W: 0, T93 W: 9.0, T119 W: 7.0, T132 W: 18.0, T146 W: 0]",0.25
erdos-renyi,175,44,191.0,0.005003405459213077,1.1084245821763503,10,10,"[T145 W: 0, T97 W: 9.0, T77 W: 5.0, T136 W: 10.0, T51 W: 18.0, T160 W: 0]",0.25
erdos-renyi,175,44,177.0,0.004734899149323204,1.0925579155743406,10,10,"[T43 W: 0, T96 W: 9.0, T166 W: 8.0, T105 W: 2.0, T17 W: 6.0, T14 W: 14.0, T93 W: 0]",0.25
erdos-renyi,175,44,184.0,0.0048726232720724535,1.0951485620465018,10,10,"[T98 W: 0, T96 W: 17.0, T71 W: 14.0, T48 W: 1.0, T44 W: 12.0, T157 W: 9.0, T101 W: 0]",0.25
erdos-renyi,175,58,265.0,0.005222292290714173,1.3166679804508907,10,10,"[T130 W: 0, T126 W: 18.0, T95 W: 14.0, T11 W: 4.0, T66 W: 1.0, T171 W: 1.0, T94 W: 10.0, T70 W: 18.0, T147 W: 0]",0.33
erdos-renyi,175,58,257.0,0.005028173423070903,1.270640945374863,10,10,"[T8 W: 0, T167 W: 9.0, T111 W: 7.0, T123 W: 7.0, T120 W: 8.0, T117 W: 15.0, T26 W: 0]",0.33
erdos-renyi,175,58,263.0,0.00517248161113952,1.2511308657514848,10,10,"[T33 W: 0, T1 W: 18.0, T148 W: 17.0, T172 W: 4.0, T47 W: 7.0, T75 W: 16.0, T76 W: 0]",0.33
erdos-renyi,175,58,254.0,0.004998032270759544,1.2169027941755215,10,10,"[T22 W: 0, T119 W: 9.0, T142 W: 8.0, T152 W: 5.0, T170 W: 16.0, T64 W: 9.0, T166 W: 0]",0.33
erdos-renyi,175,58,249.0,0.004880630365753263,1.2077894076600415,10,10,"[T51 W: 0, T134 W: 8.0, T58 W: 15.0, T52 W: 16.0, T171 W: 0]",0.33
erdos-renyi,175,79,393.0,0.0056336009174311925,1.358615252293578,10,10,"[T83 W: 0, T40 W: 18.0, T74 W: 11.0, T117 W: 4.0, T155 W: 10.0, T130 W: 14.0, T9 W: 16.0, T115 W: 0]",0.45
erdos-renyi,175,79,416.0,0.005986645176145521,1.391434492286438,10,10,"[T110 W: 0, T19 W: 10.0, T31 W: 16.0, T16 W: 6.0, T86 W: 4.0, T51 W: 8.0, T129 W: 9.0, T151 W: 0]",0.45
erdos-renyi,175,79,384.0,0.005613870939446215,1.432925937838075,10,10,"[T12 W: 0, T54 W: 9.0, T7 W: 14.0, T100 W: 4.0, T121 W: 1.0, T171 W: 10.0, T55 W: 14.0, T51 W: 14.0, T70 W: 0]",0.45
erdos-renyi,175,79,410.0,0.005927425184328466,1.4317189533034553,10,10,"[T138 W: 0, T172 W: 9.0, T152 W: 12.0, T114 W: 1.0, T140 W: 6.0, T62 W: 13.0, T72 W: 18.0, T161 W: 0]",0.45
erdos-renyi,175,79,375.0,0.005424091645452441,1.405794376301782,10,10,"[T40 W: 0, T67 W: 16.0, T71 W: 8.0, T107 W: 3.0, T68 W: 1.0, T79 W: 4.0, T23 W: 16.0, T16 W: 9.0, T152 W: 0]",0.45
erdos-renyi,175,44,103.0,0.002662737190424487,0.9766041052686004,16,16,"[T70 W: 0, T123 W: 7.0, T146 W: 4.0, T99 W: 16.0, T80 W: 0]",0.25
erdos-renyi,175,44,102.0,0.0026050978188690813,0.9764264187567043,16,16,"[T36 W: 0, T104 W: 6.0, T23 W: 6.0, T104 W: 16.0, T78 W: 0]",0.25
erdos-renyi,175,44,94.0,0.0025023959109785965,0.9689862634437227,16,16,"[T9 W: 0, T35 W: 18.0, T157 W: 4.0, T27 W: 9.0, T172 W: 0]",0.25
erdos-renyi,175,44,107.0,0.002833536359303003,0.9561199089031301,16,16,"[T96 W: 0, T121 W: 16.0, T64 W: 6.0, T80 W: 1.0, T59 W: 9.0, T153 W: 0]",0.25
erdos-renyi,175,44,100.0,0.0026360185575706454,0.9762758329818642,16,16,"[T132 W: 0, T64 W: 8.0, T131 W: 9.0, T64 W: 8.0, T148 W: 0]",0.25
erdos-renyi,175,58,177.0,0.0035183271050329965,1.1155084678381173,16,16,"[T35 W: 0, T37 W: 17.0, T46 W: 8.0, T111 W: 4.0, T119 W: 8.0, T16 W: 9.0, T44 W: 0]",0.33
erdos-renyi,175,58,162.0,0.0031765951605945333,1.0732381662025963,16,16,"[T147 W: 0, T19 W: 8.0, T78 W: 7.0, T39 W: 9.0, T0 W: 13.0, T149 W: 0]",0.33
erdos-renyi,175,58,152.0,0.003021868787276342,1.0503180914512922,16,16,"[T106 W: 0, T142 W: 8.0, T41 W: 8.0, T105 W: 3.0, T2 W: 3.0, T165 W: 9.0, T160 W: 0]",0.33
erdos-renyi,175,58,162.0,0.003145386766076421,1.14303743398571,16,16,"[T5 W: 0, T173 W: 16.0, T56 W: 4.0, T173 W: 13.0, T110 W: 0]",0.33
erdos-renyi,175,58,162.0,0.0032444124008651765,1.0637867499799727,16,16,"[T45 W: 0, T50 W: 9.0, T71 W: 3.0, T50 W: 16.0, T129 W: 0]",0.33
erdos-renyi,175,79,227.0,0.003301049937469098,1.2311752901143007,16,16,"[T147 W: 0, T74 W: 18.0, T94 W: 9.0, T61 W: 1.0, T82 W: 7.0, T80 W: 17.0, T157 W: 0]",0.45
erdos-renyi,175,79,241.0,0.003422712037720843,1.2255297392489917,16,16,"[T8 W: 0, T13 W: 18.0, T151 W: 8.0, T28 W: 14.0, T15 W: 15.0, T163 W: 0]",0.45
erdos-renyi,175,79,238.0,0.003531681258346936,1.2170648464163822,16,16,"[T52 W: 0, T70 W: 18.0, T100 W: 8.0, T11 W: 5.0, T157 W: 14.0, T150 W: 16.0, T115 W: 0]",0.45
erdos-renyi,175,79,246.0,0.0036475786601820825,1.2424305329023457,16,16,"[T16 W: 0, T154 W: 7.0, T140 W: 6.0, T97 W: 5.0, T79 W: 16.0, T49 W: 16.0, T128 W: 0]",0.45
erdos-renyi,175,79,248.0,0.003574414113170563,1.440474474647603,16,16,"[T93 W: 0, T152 W: 9.0, T121 W: 14.0, T79 W: 3.0, T92 W: 12.0, T63 W: 15.0, T167 W: 0]",0.45
erdos-renyi,175,44,75.0,0.0019357836052033863,0.9578773487507743,24,24,"[T65 W: 0, T61 W: 14.0, T144 W: 5.0, T61 W: 9.0, T135 W: 0]",0.25
erdos-renyi,175,44,79.0,0.0021141083279811604,0.8867480196959966,24,24,"[T36 W: 0, T45 W: 12.0, T174 W: 6.0, T45 W: 9.0, T52 W: 0]",0.25
erdos-renyi,175,44,70.0,0.001799578384492776,0.943750321353283,24,24,"[T30 W: 0, T98 W: 12.0, T139 W: 3.0, T136 W: 16.0, T168 W: 0]",0.25
erdos-renyi,175,44,72.0,0.0018628719275549806,0.9048124191461837,24,24,"[T69 W: 0, T32 W: 9.0, T54 W: 7.0, T149 W: 16.0, T106 W: 0]",0.25
erdos-renyi,175,44,92.0,0.0023575235752357525,0.9300686756867569,24,24,"[T96 W: 0, T77 W: 8.0, T105 W: 3.0, T77 W: 13.0, T116 W: 0]",0.25
erdos-renyi,175,58,99.0,0.001967408585055644,1.0015898251192368,24,24,"[T135 W: 0, T7 W: 16.0, T79 W: 5.0, T13 W: 16.0, T167 W: 0]",0.33
erdos-renyi,175,58,94.0,0.0018874743986185293,1.0671458977551103,24,24,"[T23 W: 0, T53 W: 10.0, T106 W: 5.0, T60 W: 7.0, T26 W: 0]",0.33
erdos-renyi,175,58,98.0,0.0019175830626540916,0.9961844010488006,24,24,"[T94 W: 0, T33 W: 16.0, T39 W: 7.0, T156 W: 1.0, T163 W: 14.0, T126 W: 0]",0.33
erdos-renyi,175,58,84.0,0.0016836366551751783,0.9667682193538042,24,24,"[T109 W: 0, T72 W: 13.0, T26 W: 4.0, T103 W: 16.0, T149 W: 0]",0.33
erdos-renyi,175,58,109.0,0.00219660634396034,1.0941517875136029,24,24,"[T42 W: 0, T167 W: 5.0, T50 W: 8.0, T167 W: 14.0, T150 W: 0]",0.33
erdos-renyi,175,79,140.0,0.0020389141325876732,1.0811487824769894,24,24,"[T56 W: 0, T49 W: 11.0, T2 W: 6.0, T71 W: 2.0, T50 W: 16.0, T149 W: 0]",0.45
erdos-renyi,175,79,147.0,0.002138181818181818,1.1925527272727272,24,24,"[T47 W: 0, T66 W: 14.0, T171 W: 6.0, T134 W: 6.0, T79 W: 16.0, T65 W: 0]",0.45
erdos-renyi,175,79,140.0,0.0020638617802282043,1.1038417312851962,24,24,"[T97 W: 0, T8 W: 9.0, T85 W: 11.0, T152 W: 17.0, T101 W: 0]",0.45
erdos-renyi,175,79,158.0,0.002291515591007977,1.1637998549673676,24,24,"[T93 W: 0, T74 W: 14.0, T134 W: 7.0, T9 W: 4.0, T41 W: 16.0, T153 W: 0]",0.45
erdos-renyi,175,79,133.0,0.0019397368958375871,1.1176968176647317,24,24,"[T116 W: 0, T32 W: 15.0, T104 W: 3.0, T75 W: 3.0, T62 W: 18.0, T130 W: 0]",0.45
erdos-renyi,175,44,33.0,0.0008693819484693609,0.7976447652668739,48,48,"[T135 W: 0, T165 W: 9.0, T20 W: 4.0, T144 W: 0]",0.25
erdos-renyi,175,44,33.0,0.0008692903429745535,0.8973183710025815,48,48,"[T20 W: 0, T98 W: 18.0, T97 W: 0]",0.25
erdos-renyi,175,44,40.0,0.0010439503079653408,0.7942112955423322,48,48,"[T17 W: 0, T92 W: 13.0, T29 W: 7.0, T130 W: 0]",0.25
erdos-renyi,175,44,37.0,0.0009943029130388048,0.837256798882081,48,48,"[T9 W: 0, T171 W: 17.0, T88 W: 2.0, T143 W: 0]",0.25
erdos-renyi,175,44,34.0,0.0009063766261462998,0.8260290040520367,48,48,"[T91 W: 0, T107 W: 18.0, T150 W: 0]",0.25
erdos-renyi,175,58,47.0,0.0009364042078418872,0.8714934650940389,48,48,"[T40 W: 0, T88 W: 12.0, T130 W: 12.0, T49 W: 0]",0.33
erdos-renyi,175,58,52.0,0.0010371788734641774,0.8606590074996011,48,48,"[T119 W: 0, T77 W: 6.0, T95 W: 2.0, T77 W: 4.0, T133 W: 0]",0.33
erdos-renyi,175,58,47.0,0.0009319110124122615,0.8927509219970655,48,48,"[T159 W: 0, T49 W: 13.0, T8 W: 12.0, T172 W: 0]",0.33
erdos-renyi,175,58,47.0,0.0009624047833565403,0.8551683184535998,48,48,"[T119 W: 0, T59 W: 16.0, T10 W: 6.0, T163 W: 0]",0.33
erdos-renyi,175,58,49.0,0.000949354826209943,0.900007749835316,48,48,"[T106 W: 0, T139 W: 9.0, T145 W: 10.0, T165 W: 0]",0.33
erdos-renyi,175,79,76.0,0.0010851562053800902,0.9640042263978525,48,48,"[T14 W: 0, T25 W: 12.0, T137 W: 3.0, T55 W: 16.0, T144 W: 0]",0.45
erdos-renyi,175,79,67.0,0.0009706768660176171,0.9722994900324525,48,48,"[T73 W: 0, T12 W: 17.0, T19 W: 13.0, T170 W: 0]",0.45
erdos-renyi,175,79,64.0,0.0009347978499649451,0.9577880345875205,48,48,"[T25 W: 0, T91 W: 18.0, T32 W: 8.0, T100 W: 0]",0.45
erdos-renyi,175,79,64.0,0.0009347432377168896,0.9827218554653269,48,48,"[T61 W: 0, T113 W: 9.0, T29 W: 13.0, T159 W: 0]",0.45
erdos-renyi,175,79,71.0,0.001031437038758789,1.009965715613923,48,48,"[T52 W: 0, T114 W: 14.0, T46 W: 2.0, T65 W: 14.0, T86 W: 0]",0.45
erdos-renyi,200,50,192.0,0.0038838093696901043,1.0881139250748442,10,10,"[T52 W: 0, T61 W: 18.0, T81 W: 12.0, T30 W: 4.0, T127 W: 12.0, T21 W: 9.0, T169 W: 0]",0.25
erdos-renyi,200,50,205.0,0.004200131126044911,1.112522537288969,10,10,"[T15 W: 0, T113 W: 9.0, T27 W: 15.0, T57 W: 12.0, T0 W: 16.0, T166 W: 0]",0.25
erdos-renyi,200,50,222.0,0.00443698285166087,1.2468521405444297,10,10,"[T149 W: 0, T18 W: 18.0, T108 W: 8.0, T145 W: 8.0, T190 W: 6.0, T175 W: 17.0, T180 W: 0]",0.25
erdos-renyi,200,50,219.0,0.004378773943295877,1.1038509217419123,10,10,"[T62 W: 0, T61 W: 18.0, T28 W: 10.0, T18 W: 5.0, T64 W: 12.0, T97 W: 9.0, T160 W: 0]",0.25
erdos-renyi,200,50,232.0,0.004601166157629606,1.1057078259489905,10,10,"[T0 W: 0, T80 W: 15.0, T101 W: 12.0, T20 W: 1.0, T101 W: 6.0, T9 W: 9.0, T102 W: 0]",0.25
erdos-renyi,200,66,301.0,0.004533132530120482,1.2404518072289157,10,10,"[T105 W: 0, T47 W: 9.0, T162 W: 18.0, T4 W: 8.0, T88 W: 1.0, T108 W: 15.0, T76 W: 9.0, T159 W: 0]",0.33
erdos-renyi,200,66,318.0,0.004858225372769494,1.2848020043999022,10,10,"[T106 W: 0, T38 W: 9.0, T171 W: 8.0, T38 W: 7.0, T195 W: 18.0, T196 W: 0]",0.33
erdos-renyi,200,66,308.0,0.004665111629456847,1.2595195540880313,10,10,"[T8 W: 0, T83 W: 9.0, T1 W: 12.0, T91 W: 1.0, T142 W: 4.0, T21 W: 12.0, T117 W: 18.0, T68 W: 0]",0.33
erdos-renyi,200,66,325.0,0.004971699556371424,1.3066085360256998,10,10,"[T13 W: 0, T139 W: 9.0, T120 W: 8.0, T141 W: 1.0, T16 W: 6.0, T163 W: 15.0, T18 W: 18.0, T96 W: 0]",0.33
erdos-renyi,200,66,278.0,0.004293038482920501,1.2099264932979183,10,10,"[T21 W: 0, T178 W: 18.0, T183 W: 16.0, T91 W: 6.0, T56 W: 1.0, T16 W: 10.0, T142 W: 8.0, T179 W: 0]",0.33
erdos-renyi,200,90,429.0,0.004737923265522497,1.4604068650188855,10,10,"[T87 W: 0, T194 W: 9.0, T59 W: 16.0, T10 W: 4.0, T156 W: 1.0, T175 W: 11.0, T94 W: 13.0, T85 W: 18.0, T166 W: 0]",0.45
erdos-renyi,200,90,474.0,0.005176933158584535,1.5268894713848842,10,10,"[T36 W: 0, T22 W: 17.0, T177 W: 12.0, T133 W: 11.0, T177 W: 5.0, T120 W: 9.0, T83 W: 16.0, T43 W: 0]",0.45
erdos-renyi,200,90,454.0,0.005059172257014866,1.4747264258173796,10,10,"[T154 W: 0, T156 W: 18.0, T61 W: 15.0, T52 W: 8.0, T17 W: 3.0, T122 W: 14.0, T10 W: 16.0, T0 W: 9.0, T195 W: 0]",0.45
erdos-renyi,200,90,522.0,0.005838142531203865,1.4051805126828614,10,10,"[T68 W: 0, T27 W: 11.0, T64 W: 9.0, T46 W: 6.0, T64 W: 5.0, T143 W: 8.0, T28 W: 12.0, T180 W: 0]",0.45
erdos-renyi,200,90,455.0,0.005021631644004944,1.3947885396432986,10,10,"[T119 W: 0, T28 W: 15.0, T87 W: 14.0, T117 W: 7.0, T128 W: 2.0, T152 W: 10.0, T91 W: 10.0, T141 W: 18.0, T150 W: 0]",0.45
erdos-renyi,200,50,133.0,0.0026520438683948155,0.9953938185443669,16,16,"[T156 W: 0, T72 W: 16.0, T184 W: 13.0, T76 W: 16.0, T166 W: 0]",0.25
erdos-renyi,200,50,128.0,0.002566158781074579,1.003568564554932,16,16,"[T104 W: 0, T74 W: 9.0, T141 W: 4.0, T102 W: 1.0, T94 W: 2.0, T35 W: 7.0, T124 W: 0]",0.25
erdos-renyi,200,50,113.0,0.002270626532170558,0.9975887151870755,16,16,"[T124 W: 0, T120 W: 6.0, T135 W: 6.0, T26 W: 8.0, T6 W: 16.0, T154 W: 0]",0.25
erdos-renyi,200,50,124.0,0.002455737315324593,1.0278250881292827,16,16,"[T45 W: 0, T46 W: 9.0, T55 W: 8.0, T16 W: 1.0, T46 W: 14.0, T84 W: 0]",0.25
erdos-renyi,200,50,127.0,0.0025470298022542215,1.0007420480526252,16,16,"[T132 W: 0, T46 W: 16.0, T57 W: 4.0, T81 W: 2.0, T26 W: 7.0, T199 W: 7.0, T144 W: 0]",0.25
erdos-renyi,200,66,180.0,0.0027434842249657062,1.1074836153025454,16,16,"[T23 W: 0, T114 W: 18.0, T52 W: 7.0, T170 W: 4.0, T196 W: 4.0, T29 W: 8.0, T166 W: 0]",0.33
erdos-renyi,200,66,181.0,0.002764625019092714,1.0995265006873378,16,16,"[T142 W: 0, T149 W: 8.0, T112 W: 7.0, T149 W: 9.0, T47 W: 16.0, T168 W: 0]",0.33
erdos-renyi,200,66,203.0,0.0030919669784019253,1.0903219910439577,16,16,"[T107 W: 0, T99 W: 16.0, T69 W: 8.0, T102 W: 5.0, T43 W: 18.0, T155 W: 0]",0.33
erdos-renyi,200,66,182.0,0.0027577428935086977,1.1644039032668647,16,16,"[T13 W: 0, T34 W: 16.0, T126 W: 3.0, T174 W: 3.0, T0 W: 14.0, T142 W: 18.0, T123 W: 0]",0.33
erdos-renyi,200,66,176.0,0.002675666636261364,1.0947277205144577,16,16,"[T134 W: 0, T156 W: 16.0, T123 W: 11.0, T184 W: 2.0, T51 W: 12.0, T156 W: 18.0, T193 W: 0]",0.33
erdos-renyi,200,90,256.0,0.002839774592891689,1.225362736832764,16,16,"[T110 W: 0, T68 W: 9.0, T81 W: 8.0, T68 W: 9.0, T125 W: 18.0, T163 W: 0]",0.45
erdos-renyi,200,90,249.0,0.0027909791965566714,1.2315952295552368,16,16,"[T7 W: 0, T5 W: 16.0, T136 W: 12.0, T34 W: 5.0, T6 W: 12.0, T20 W: 9.0, T185 W: 0]",0.45
erdos-renyi,200,90,292.0,0.0032816363227691618,1.2971229489772982,16,16,"[T114 W: 0, T53 W: 9.0, T152 W: 6.0, T198 W: 5.0, T4 W: 3.0, T110 W: 10.0, T178 W: 0]",0.45
erdos-renyi,200,90,258.0,0.002820843629048129,1.3055257921322516,16,16,"[T26 W: 0, T72 W: 13.0, T100 W: 14.0, T76 W: 4.0, T61 W: 7.0, T105 W: 15.0, T107 W: 0]",0.45
erdos-renyi,200,90,261.0,0.0029464890494468278,1.2748137277037705,16,16,"[T93 W: 0, T62 W: 9.0, T11 W: 14.0, T53 W: 1.0, T152 W: 12.0, T15 W: 13.0, T171 W: 0]",0.45
erdos-renyi,200,50,74.0,0.0014489348370927317,0.9434523809523809,24,24,"[T57 W: 0, T109 W: 14.0, T172 W: 7.0, T52 W: 18.0, T115 W: 0]",0.25
erdos-renyi,200,50,84.0,0.0016843793864046522,0.9004812512532585,24,24,"[T144 W: 0, T198 W: 16.0, T47 W: 3.0, T198 W: 14.0, T160 W: 0]",0.25
erdos-renyi,200,50,87.0,0.001782567717083965,0.9721345736179978,24,24,"[T67 W: 0, T120 W: 18.0, T181 W: 4.0, T157 W: 15.0, T171 W: 0]",0.25
erdos-renyi,200,50,77.0,0.0015488594762038863,0.9035684113127087,24,24,"[T35 W: 0, T17 W: 9.0, T60 W: 18.0, T162 W: 0]",0.25
erdos-renyi,200,50,87.0,0.0017824216349108788,0.9194837123540258,24,24,"[T48 W: 0, T101 W: 15.0, T129 W: 5.0, T68 W: 1.0, T178 W: 18.0, T105 W: 0]",0.25
erdos-renyi,200,66,108.0,0.0016348773841961854,1.0464880411746897,24,24,"[T15 W: 0, T8 W: 17.0, T166 W: 6.0, T130 W: 9.0, T103 W: 0]",0.33
erdos-renyi,200,66,103.0,0.0015703613355694465,1.0358591248665956,24,24,"[T6 W: 0, T139 W: 14.0, T180 W: 12.0, T8 W: 14.0, T135 W: 0]",0.33
erdos-renyi,200,66,106.0,0.0016200519639309185,0.9764022619593459,24,24,"[T100 W: 0, T64 W: 14.0, T182 W: 6.0, T77 W: 18.0, T119 W: 0]",0.33
erdos-renyi,200,66,119.0,0.001790012033694344,1.0069344163658243,24,24,"[T117 W: 0, T195 W: 15.0, T19 W: 3.0, T175 W: 1.0, T56 W: 12.0, T148 W: 0]",0.33
erdos-renyi,200,66,110.0,0.0016302575806977503,0.9985920502712156,24,24,"[T120 W: 0, T169 W: 11.0, T63 W: 3.0, T177 W: 18.0, T179 W: 0]",0.33
erdos-renyi,200,90,167.0,0.0018274533835244682,1.110041145058216,24,24,"[T56 W: 0, T160 W: 18.0, T43 W: 8.0, T98 W: 2.0, T101 W: 11.0, T44 W: 9.0, T183 W: 0]",0.45
erdos-renyi,200,90,169.0,0.0019513208941437281,1.1175411047478292,24,24,"[T103 W: 0, T121 W: 15.0, T170 W: 10.0, T105 W: 10.0, T43 W: 16.0, T147 W: 0]",0.45
erdos-renyi,200,90,167.0,0.0018268136868819463,1.1317821825501007,24,24,"[T29 W: 0, T192 W: 8.0, T52 W: 13.0, T187 W: 4.0, T52 W: 8.0, T194 W: 0]",0.45
erdos-renyi,200,90,167.0,0.0018713581353653071,1.1308157776781713,24,24,"[T15 W: 0, T5 W: 12.0, T104 W: 3.0, T83 W: 2.0, T2 W: 12.0, T70 W: 14.0, T29 W: 0]",0.45
erdos-renyi,200,90,163.0,0.0017974108462166156,1.1151666188827383,24,24,"[T70 W: 0, T100 W: 15.0, T186 W: 6.0, T9 W: 8.0, T73 W: 0]",0.45
erdos-renyi,200,50,48.0,0.0009599616015359385,0.8523059077636894,48,48,"[T97 W: 0, T43 W: 16.0, T24 W: 10.0, T179 W: 0]",0.25
erdos-renyi,200,50,41.0,0.000826079948420374,0.8277724049000644,48,48,"[T25 W: 0, T169 W: 17.0, T168 W: 2.0, T138 W: 0]",0.25
erdos-renyi,200,50,47.0,0.0009506087941426318,0.8323894664455321,48,48,"[T100 W: 0, T82 W: 9.0, T2 W: 7.0, T189 W: 0]",0.25
erdos-renyi,200,50,38.0,0.0007642492256948635,0.8002091629459797,48,48,"[T45 W: 0, T29 W: 8.0, T153 W: 10.0, T158 W: 0]",0.25
erdos-renyi,200,50,46.0,0.0009378185524974515,0.7898470948012233,48,48,"[T97 W: 0, T147 W: 9.0, T101 W: 6.0, T197 W: 0]",0.25
erdos-renyi,200,66,66.0,0.0009790832220738764,0.9201898828067052,48,48,"[T14 W: 0, T70 W: 8.0, T131 W: 4.0, T70 W: 6.0, T28 W: 0]",0.33
erdos-renyi,200,66,54.0,0.0008223183285618566,0.8569013827130414,48,48,"[T140 W: 0, T131 W: 14.0, T106 W: 12.0, T155 W: 0]",0.33
erdos-renyi,200,66,62.0,0.0009249589735939132,0.8806952110995077,48,48,"[T35 W: 0, T118 W: 12.0, T177 W: 4.0, T20 W: 12.0, T179 W: 0]",0.33
erdos-renyi,200,66,53.0,0.0008071639608906217,0.8811641436447261,48,48,"[T83 W: 0, T3 W: 16.0, T157 W: 10.0, T153 W: 0]",0.33
erdos-renyi,200,66,56.0,0.0008414220031853833,0.8851609219581092,48,48,"[T112 W: 0, T165 W: 9.0, T191 W: 14.0, T166 W: 0]",0.33
erdos-renyi,200,90,75.0,0.0008422045546422315,0.9678390154067287,48,48,"[T47 W: 0, T112 W: 14.0, T163 W: 4.0, T19 W: 18.0, T114 W: 0]",0.45
erdos-renyi,200,90,88.0,0.0009814418272662384,1.0330344396859386,48,48,"[T38 W: 0, T19 W: 7.0, T170 W: 7.0, T19 W: 7.0, T124 W: 0]",0.45
erdos-renyi,200,90,83.0,0.00093304555060929,0.9988870902468636,48,48,"[T55 W: 0, T111 W: 14.0, T87 W: 5.0, T40 W: 10.0, T97 W: 0]",0.45
erdos-renyi,200,90,76.0,0.000848384720144672,1.0036726128016789,48,48,"[T77 W: 0, T12 W: 18.0, T35 W: 18.0, T142 W: 0]",0.45
erdos-renyi,200,90,73.0,0.0008244674843577059,0.9501027760836666,48,48,"[T93 W: 0, T74 W: 17.0, T81 W: 16.0, T135 W: 0]",0.45
